commodity_type,commodity,date,value,variable
expellers,canola_expellers,2021-07-01,33.0,production
grains,soybean,2021-08-01,3574880.0,crush
grains,sunflower,2021-08-01,299808.0,crush
grains,peanut,2021-08-01,16997.0,crush
grains,cotton,2021-08-01,14358.0,crush
grains,canola,2021-08-01,68.0,crush
oil,soybean_oil,2021-08-01,701376.0,production
oil,sunflower_oil,2021-08-01,128828.0,production
oil,peanut_oil,2021-08-01,6359.0,production
oil,cotton_oil,2021-08-01,2411.0,production
oil,canola_oil,2021-08-01,18.0,production
pellets,soybean_pellets,2021-08-01,2593451.0,production
pellets,sunflower_pellets,2021-08-01,116845.0,production
pellets,peanut_pellets,2021-08-01,9589.0,production
pellets,cotton_pellets,2021-08-01,10298.0,production
expellers,soybean_expellers,2021-08-01,91209.0,production
expellers,sunflower_expellers,2021-08-01,1792.0,production
expellers,canola_expellers,2021-08-01,34.0,production
grains,soybean,2021-09-01,3701792.0,crush
grains,sunflower,2021-09-01,202531.0,crush
grains,linen,2021-09-01,30.0,crush
grains,peanut,2021-09-01,16871.0,crush
grains,cotton,2021-09-01,17509.0,crush
oil,soybean_oil,2021-09-01,712776.0,production
oil,sunflower_oil,2021-09-01,91313.0,production
oil,linen_oil,2021-09-01,8.0,production
oil,peanut_oil,2021-09-01,6272.0,production
oil,cotton_oil,2021-09-01,3060.0,production
pellets,soybean_pellets,2021-09-01,2693125.0,production
pellets,sunflower_pellets,2021-09-01,81385.0,production
pellets,peanut_pellets,2021-09-01,9781.0,production
pellets,cotton_pellets,2021-09-01,12209.0,production
expellers,soybean_expellers,2021-09-01,90213.0,production
expellers,sunflower_expellers,2021-09-01,2123.0,production
expellers,linen_expellers,2021-09-01,22.0,production
grains,soybean,2021-10-01,3338045.0,crush
grains,sunflower,2021-10-01,153150.0,crush
grains,linen,2021-10-01,30.0,crush
grains,peanut,2021-10-01,20613.0,crush
grains,cotton,2021-10-01,664.0,crush
oil,soybean_oil,2021-10-01,658126.0,production
oil,sunflower_oil,2021-10-01,68971.0,production
oil,linen_oil,2021-10-01,8.0,production
oil,peanut_oil,2021-10-01,8169.0,production
oil,cotton_oil,2021-10-01,87.0,production
pellets,soybean_pellets,2021-10-01,2435948.0,production
pellets,sunflower_pellets,2021-10-01,59103.0,production
pellets,peanut_pellets,2021-10-01,11556.0,production
pellets,cotton_pellets,2021-10-01,592.0,production
expellers,soybean_expellers,2021-10-01,86984.0,production
expellers,sunflower_expellers,2021-10-01,1949.0,production
expellers,linen_expellers,2021-10-01,22.0,production
grains,soybean,2021-11-01,2920428.0,crush
grains,sunflower,2021-11-01,147116.0,crush
grains,peanut,2021-11-01,15496.0,crush
grains,cotton,2021-11-01,714.0,crush
grains,canola,2021-11-01,41.0,crush
oil,soybean_oil,2021-11-01,576349.0,production
oil,sunflower_oil,2021-11-01,64306.0,production
oil,peanut_oil,2021-11-01,6558.0,production
oil,cotton_oil,2021-11-01,93.0,production
oil,canola_oil,2021-11-01,12.0,production
pellets,soybean_pellets,2021-11-01,2086866.0,production
pellets,sunflower_pellets,2021-11-01,59831.0,production
pellets,peanut_pellets,2021-11-01,8875.0,production
pellets,cotton_pellets,2021-11-01,663.0,production
expellers,soybean_expellers,2021-11-01,88647.0,production
expellers,sunflower_expellers,2021-11-01,2670.0,production
expellers,canola_expellers,2021-11-01,25.0,production
grains,soybean,2021-12-01,2957255.0,crush
grains,sunflower,2021-12-01,122748.0,crush
grains,linen,2021-12-01,20.0,crush
grains,peanut,2021-12-01,3452.0,crush
grains,cotton,2021-12-01,420.0,crush
grains,safflower,2021-12-01,1955.0,crush
grains,canola,2021-12-01,36.0,crush
oil,soybean_oil,2021-12-01,582630.0,production
oil,sunflower_oil,2021-12-01,53771.0,production
oil,linen_oil,2021-12-01,5.0,production
oil,peanut_oil,2021-12-01,1161.0,production
oil,cotton_oil,2021-12-01,53.0,production
oil,safflower_oil,2021-12-01,733.0,production
oil,canola_oil,2021-12-01,11.0,production
pellets,soybean_pellets,2021-12-01,2134215.0,production
pellets,sunflower_pellets,2021-12-01,51175.0,production
pellets,peanut_pellets,2021-12-01,2083.0,production
pellets,cotton_pellets,2021-12-01,360.0,production
pellets,safflower_pellets,2021-12-01,1085.0,production
expellers,soybean_expellers,2021-12-01,87925.0,production
expellers,sunflower_expellers,2021-12-01,3284.0,production
expellers,linen_expellers,2021-12-01,14.0,production
expellers,canola_expellers,2021-12-01,22.0,production
grains,soybean,2020-01-01,2321770.0,crush
grains,sunflower,2020-01-01,174613.0,crush
grains,linen,2020-01-01,90.0,crush
grains,peanut,2020-01-01,21971.0,crush
grains,cotton,2020-01-01,262.0,crush
oil,soybean_oil,2020-01-01,449859.0,production
oil,sunflower_oil,2020-01-01,75078.0,production
oil,linen_oil,2020-01-01,29.0,production
oil,peanut_oil,2020-01-01,8111.0,production
oil,cotton_oil,2020-01-01,28.0,production
pellets,soybean_pellets,2020-01-01,1657584.0,production
pellets,sunflower_pellets,2020-01-01,76955.0,production
pellets,peanut_pellets,2020-01-01,12424.0,production
pellets,cotton_pellets,2020-01-01,220.0,production
expellers,soybean_expellers,2020-01-01,73696.0,production
expellers,sunflower_expellers,2020-01-01,789.0,production
expellers,linen_expellers,2020-01-01,59.0,production
grains,soybean,2020-02-01,2633492.0,crush
grains,sunflower,2020-02-01,211399.0,crush
grains,linen,2020-02-01,267.0,crush
grains,peanut,2020-02-01,13993.0,crush
grains,cotton,2020-02-01,263.0,crush
oil,soybean_oil,2020-02-01,511642.0,production
oil,sunflower_oil,2020-02-01,91262.0,production
oil,linen_oil,2020-02-01,85.0,production
oil,peanut_oil,2020-02-01,5958.0,production
oil,cotton_oil,2020-02-01,35.0,production
pellets,soybean_pellets,2020-02-01,1898537.0,production
pellets,sunflower_pellets,2020-02-01,91116.0,production
pellets,peanut_pellets,2020-02-01,8696.0,production
pellets,cotton_pellets,2020-02-01,218.0,production
expellers,soybean_expellers,2020-02-01,63339.0,production
expellers,sunflower_expellers,2020-02-01,390.0,production
expellers,linen_expellers,2020-02-01,174.0,production
grains,soybean,2020-03-01,2749988.0,crush
grains,sunflower,2020-03-01,337835.0,crush
grains,linen,2020-03-01,149.0,crush
grains,peanut,2020-03-01,17278.0,crush
grains,cotton,2020-03-01,350.0,crush
oil,soybean_oil,2020-03-01,552575.0,production
oil,sunflower_oil,2020-03-01,142869.0,production
oil,linen_oil,2020-03-01,48.0,production
oil,peanut_oil,2020-03-01,6202.0,production
oil,cotton_oil,2020-03-01,46.0,production
pellets,soybean_pellets,2020-03-01,1986732.0,production
pellets,sunflower_pellets,2020-03-01,139048.0,production
pellets,peanut_pellets,2020-03-01,8564.0,production
pellets,cotton_pellets,2020-03-01,290.0,production
expellers,soybean_expellers,2020-03-01,68191.0,production
expellers,sunflower_expellers,2020-03-01,890.0,production
expellers,linen_expellers,2020-03-01,97.0,production
grains,soybean,2020-04-01,3667845.0,crush
grains,sunflower,2020-04-01,311952.0,crush
grains,peanut,2020-04-01,11248.0,crush
grains,cotton,2020-04-01,15967.0,crush
oil,soybean_oil,2020-04-01,736601.0,production
oil,sunflower_oil,2020-04-01,132781.0,production
oil,peanut_oil,2020-04-01,4293.0,production
oil,cotton_oil,2020-04-01,2542.0,production
pellets,soybean_pellets,2020-04-01,2669539.0,production
pellets,sunflower_pellets,2020-04-01,123251.0,production
pellets,peanut_pellets,2020-04-01,6478.0,production
pellets,cotton_pellets,2020-04-01,11305.0,production
expellers,soybean_expellers,2020-04-01,75519.0,production
expellers,sunflower_expellers,2020-04-01,1085.0,production
grains,soybean,2020-05-01,4040012.0,crush
grains,sunflower,2020-05-01,276063.0,crush
grains,linen,2020-05-01,280.0,crush
grains,peanut,2020-05-01,16990.0,crush
grains,cotton,2020-05-01,29791.0,crush
oil,soybean_oil,2020-05-01,797326.0,production
oil,sunflower_oil,2020-05-01,118033.0,production
oil,linen_oil,2020-05-01,101.0,production
oil,peanut_oil,2020-05-01,6325.0,production
oil,cotton_oil,2020-05-01,4979.0,production
pellets,soybean_pellets,2020-05-01,2983238.0,production
pellets,sunflower_pellets,2020-05-01,108005.0,production
pellets,peanut_pellets,2020-05-01,11264.0,production
pellets,cotton_pellets,2020-05-01,20861.0,production
expellers,soybean_expellers,2020-05-01,81235.0,production
expellers,sunflower_expellers,2020-05-01,1455.0,production
expellers,linen_expellers,2020-05-01,171.0,production
grains,soybean,2020-06-01,3656810.0,crush
grains,sunflower,2020-06-01,268506.0,crush
grains,peanut,2020-06-01,18738.0,crush
grains,cotton,2020-06-01,15341.0,crush
grains,canola,2020-06-01,10.0,crush
oil,soybean_oil,2020-06-01,724583.0,production
oil,sunflower_oil,2020-06-01,115291.0,production
oil,peanut_oil,2020-06-01,7337.0,production
oil,cotton_oil,2020-06-01,2622.0,production
oil,canola_oil,2020-06-01,3.0,production
pellets,soybean_pellets,2020-06-01,2682785.0,production
pellets,sunflower_pellets,2020-06-01,105729.0,production
pellets,peanut_pellets,2020-06-01,11249.0,production
pellets,cotton_pellets,2020-06-01,10781.0,production
expellers,soybean_expellers,2020-06-01,80055.0,production
expellers,sunflower_expellers,2020-06-01,2113.0,production
expellers,canola_expellers,2020-06-01,5.0,production
grains,soybean,2020-07-01,3514726.0,crush
grains,sunflower,2020-07-01,204187.0,crush
grains,linen,2020-07-01,70.0,crush
grains,peanut,2020-07-01,16164.0,crush
grains,cotton,2020-07-01,22522.0,crush
grains,canola,2020-07-01,46.0,crush
oil,soybean_oil,2020-07-01,696907.0,production
oil,sunflower_oil,2020-07-01,86981.0,production
oil,linen_oil,2020-07-01,25.0,production
oil,peanut_oil,2020-07-01,5666.0,production
oil,cotton_oil,2020-07-01,3915.0,production
oil,canola_oil,2020-07-01,136.0,production
pellets,soybean_pellets,2020-07-01,2579076.0,production
pellets,sunflower_pellets,2020-07-01,82835.0,production
pellets,peanut_pellets,2020-07-01,8762.0,production
pellets,cotton_pellets,2020-07-01,16121.0,production
expellers,soybean_expellers,2020-07-01,83990.0,production
expellers,sunflower_expellers,2020-07-01,1347.0,production
expellers,linen_expellers,2020-07-01,43.0,production
expellers,canola_expellers,2020-07-01,27.0,production
grains,soybean,2020-08-01,3431259.0,crush
grains,sunflower,2020-08-01,271560.0,crush
grains,linen,2020-08-01,70.0,crush
grains,peanut,2020-08-01,18512.0,crush
grains,cotton,2020-08-01,27651.0,crush
grains,canola,2020-08-01,39.0,crush
oil,soybean_oil,2020-08-01,683460.0,production
oil,sunflower_oil,2020-08-01,116631.0,production
oil,linen_oil,2020-08-01,25.0,production
oil,peanut_oil,2020-08-01,6842.0,production
oil,cotton_oil,2020-08-01,4703.0,production
oil,canola_oil,2020-08-01,75.0,production
pellets,soybean_pellets,2020-08-01,2532043.0,production
pellets,sunflower_pellets,2020-08-01,106926.0,production
pellets,peanut_pellets,2020-08-01,10821.0,production
pellets,cotton_pellets,2020-08-01,18773.0,production
expellers,soybean_expellers,2020-08-01,81828.0,production
expellers,sunflower_expellers,2020-08-01,1535.0,production
expellers,linen_expellers,2020-08-01,43.0,production
expellers,canola_expellers,2020-08-01,21.0,production
grains,soybean,2020-09-01,3140475.0,crush
grains,sunflower,2020-09-01,145523.0,crush
grains,peanut,2020-09-01,20134.0,crush
grains,cotton,2020-09-01,6253.0,crush
oil,soybean_oil,2020-09-01,635526.0,production
oil,sunflower_oil,2020-09-01,61693.0,production
oil,peanut_oil,2020-09-01,7598.0,production
oil,cotton_oil,2020-09-01,1334.0,production
pellets,soybean_pellets,2020-09-01,2297516.0,production
pellets,sunflower_pellets,2020-09-01,55072.0,production
pellets,peanut_pellets,2020-09-01,11354.0,production
pellets,cotton_pellets,2020-09-01,4442.0,production
expellers,soybean_expellers,2020-09-01,88459.0,production
expellers,sunflower_expellers,2020-09-01,2088.0,production
grains,soybean,2020-10-01,3117397.0,crush
grains,sunflower,2020-10-01,153621.0,crush
grains,linen,2020-10-01,417.0,crush
grains,peanut,2020-10-01,5354.0,crush
grains,cotton,2020-10-01,576.0,crush
oil,soybean_oil,2020-10-01,620089.0,production
oil,sunflower_oil,2020-10-01,66246.0,production
oil,linen_oil,2020-10-01,150.0,production
oil,peanut_oil,2020-10-01,2040.0,production
oil,cotton_oil,2020-10-01,74.0,production
pellets,soybean_pellets,2020-10-01,2266985.0,production
pellets,sunflower_pellets,2020-10-01,58750.0,production
pellets,peanut_pellets,2020-10-01,3413.0,production
pellets,cotton_pellets,2020-10-01,528.0,production
expellers,soybean_expellers,2020-10-01,83730.0,production
expellers,sunflower_expellers,2020-10-01,1574.0,production
expellers,linen_expellers,2020-10-01,254.0,production
grains,soybean,2020-11-01,2975869.0,crush
grains,sunflower,2020-11-01,120731.0,crush
grains,peanut,2020-11-01,16929.0,crush
grains,cotton,2020-11-01,482.0,crush
oil,soybean_oil,2020-11-01,589356.0,production
oil,sunflower_oil,2020-11-01,54236.0,production
oil,peanut_oil,2020-11-01,7917.0,production
oil,cotton_oil,2020-11-01,61.0,production
pellets,soybean_pellets,2020-11-01,2160931.0,production
pellets,sunflower_pellets,2020-11-01,48324.0,production
pellets,peanut_pellets,2020-11-01,10242.0,production
pellets,cotton_pellets,2020-11-01,417.0,production
expellers,soybean_expellers,2020-11-01,78901.0,production
expellers,sunflower_expellers,2020-11-01,1864.0,production
grains,soybean,2020-12-01,846919.0,crush
grains,sunflower,2020-12-01,14614.0,crush
grains,linen,2020-12-01,75.0,crush
grains,peanut,2020-12-01,6554.0,crush
grains,cotton,2020-12-01,180.0,crush
oil,soybean_oil,2020-12-01,162319.0,production
oil,sunflower_oil,2020-12-01,6403.0,production
oil,linen_oil,2020-12-01,27.0,production
oil,peanut_oil,2020-12-01,2199.0,production
oil,cotton_oil,2020-12-01,23.0,production
pellets,soybean_pellets,2020-12-01,567643.0,production
pellets,sunflower_pellets,2020-12-01,4420.0,production
pellets,peanut_pellets,2020-12-01,4007.0,production
pellets,cotton_pellets,2020-12-01,207.0,production
expellers,soybean_expellers,2020-12-01,85039.0,production
expellers,sunflower_expellers,2020-12-01,1940.0,production
expellers,linen_expellers,2020-12-01,46.0,production
grains,soybean,2019-01-01,2498028.0,crush
grains,sunflower,2019-01-01,282559.0,crush
grains,peanut,2019-01-01,4753.0,crush
grains,cotton,2019-01-01,316.0,crush
oil,soybean_oil,2019-01-01,495163.0,production
oil,sunflower_oil,2019-01-01,117309.0,production
oil,peanut_oil,2019-01-01,1835.0,production
oil,cotton_oil,2019-01-01,32.0,production
pellets,soybean_pellets,2019-01-01,1818897.0,production
pellets,sunflower_pellets,2019-01-01,110718.0,production
pellets,peanut_pellets,2019-01-01,3219.0,production
pellets,cotton_pellets,2019-01-01,265.0,production
expellers,soybean_expellers,2019-01-01,59199.0,production
expellers,sunflower_expellers,2019-01-01,504.0,production
grains,soybean,2019-02-01,2349648.0,crush
grains,sunflower,2019-02-01,252497.0,crush
grains,peanut,2019-02-01,21297.0,crush
grains,cotton,2019-02-01,377.0,crush
oil,soybean_oil,2019-02-01,468111.0,production
oil,sunflower_oil,2019-02-01,100863.0,production
oil,peanut_oil,2019-02-01,9264.0,production
oil,cotton_oil,2019-02-01,37.0,production
pellets,soybean_pellets,2019-02-01,1728596.0,production
pellets,sunflower_pellets,2019-02-01,99653.0,production
pellets,peanut_pellets,2019-02-01,11669.0,production
pellets,cotton_pellets,2019-02-01,317.0,production
expellers,soybean_expellers,2019-02-01,55498.0,production
expellers,sunflower_expellers,2019-02-01,268.0,production
grains,soybean,2019-03-01,2913048.0,crush
grains,sunflower,2019-03-01,364700.0,crush
grains,peanut,2019-03-01,21423.0,crush
grains,cotton,2019-03-01,236.0,crush
oil,soybean_oil,2019-03-01,589578.0,production
oil,sunflower_oil,2019-03-01,155113.0,production
oil,peanut_oil,2019-03-01,8894.0,production
oil,cotton_oil,2019-03-01,23.0,production
pellets,soybean_pellets,2019-03-01,2143426.0,production
pellets,sunflower_pellets,2019-03-01,148514.0,production
pellets,peanut_pellets,2019-03-01,11879.0,production
pellets,cotton_pellets,2019-03-01,199.0,production
expellers,soybean_expellers,2019-03-01,59182.0,production
expellers,sunflower_expellers,2019-03-01,1155.0,production
grains,soybean,2019-04-01,3825530.0,crush
grains,sunflower,2019-04-01,386638.0,crush
grains,peanut,2019-04-01,32063.0,crush
grains,cotton,2019-04-01,22145.0,crush
grains,canola,2019-04-01,29.0,crush
oil,soybean_oil,2019-04-01,752027.0,production
oil,sunflower_oil,2019-04-01,164111.0,production
oil,peanut_oil,2019-04-01,13347.0,production
oil,cotton_oil,2019-04-01,3709.0,production
oil,canola_oil,2019-04-01,10.0,production
pellets,soybean_pellets,2019-04-01,2824703.0,production
pellets,sunflower_pellets,2019-04-01,156145.0,production
pellets,peanut_pellets,2019-04-01,17824.0,production
pellets,cotton_pellets,2019-04-01,15977.0,production
expellers,soybean_expellers,2019-04-01,67560.0,production
expellers,sunflower_expellers,2019-04-01,1345.0,production
expellers,canola_expellers,2019-04-01,15.0,production
grains,soybean,2019-05-01,3977906.0,crush
grains,sunflower,2019-05-01,387287.0,crush
grains,peanut,2019-05-01,22356.0,crush
grains,cotton,2019-05-01,8070.0,crush
grains,canola,2019-05-01,17.0,crush
oil,soybean_oil,2019-05-01,765294.0,production
oil,sunflower_oil,2019-05-01,163414.0,production
oil,peanut_oil,2019-05-01,8021.0,production
oil,cotton_oil,2019-05-01,1358.0,production
oil,canola_oil,2019-05-01,6.0,production
pellets,soybean_pellets,2019-05-01,2907051.0,production
pellets,sunflower_pellets,2019-05-01,155173.0,production
pellets,peanut_pellets,2019-05-01,11120.0,production
pellets,cotton_pellets,2019-05-01,5843.0,production
expellers,soybean_expellers,2019-05-01,80592.0,production
expellers,sunflower_expellers,2019-05-01,1961.0,production
expellers,canola_expellers,2019-05-01,9.0,production
grains,soybean,2019-06-01,4301849.0,crush
grains,sunflower,2019-06-01,289027.0,crush
grains,peanut,2019-06-01,10617.0,crush
grains,cotton,2019-06-01,15942.0,crush
grains,canola,2019-06-01,11.0,crush
oil,soybean_oil,2019-06-01,834437.0,production
oil,sunflower_oil,2019-06-01,123085.0,production
oil,peanut_oil,2019-06-01,3573.0,production
oil,cotton_oil,2019-06-01,2311.0,production
oil,canola_oil,2019-06-01,4.0,production
pellets,soybean_pellets,2019-06-01,3169286.0,production
pellets,sunflower_pellets,2019-06-01,112230.0,production
pellets,peanut_pellets,2019-06-01,5647.0,production
pellets,cotton_pellets,2019-06-01,11582.0,production
expellers,soybean_expellers,2019-06-01,74408.0,production
expellers,sunflower_expellers,2019-06-01,1913.0,production
expellers,canola_expellers,2019-06-01,6.0,production
grains,soybean,2019-07-01,4456657.0,crush
grains,sunflower,2019-07-01,332252.0,crush
grains,peanut,2019-07-01,20507.0,crush
grains,cotton,2019-07-01,19463.0,crush
grains,canola,2019-07-01,26.0,crush
oil,soybean_oil,2019-07-01,868992.0,production
oil,sunflower_oil,2019-07-01,152568.0,production
oil,peanut_oil,2019-07-01,7468.0,production
oil,cotton_oil,2019-07-01,2829.0,production
oil,canola_oil,2019-07-01,9.0,production
pellets,soybean_pellets,2019-07-01,3270862.0,production
pellets,sunflower_pellets,2019-07-01,134919.0,production
pellets,peanut_pellets,2019-07-01,11687.0,production
pellets,cotton_pellets,2019-07-01,14044.0,production
expellers,soybean_expellers,2019-07-01,85976.0,production
expellers,sunflower_expellers,2019-07-01,1911.0,production
expellers,canola_expellers,2019-07-01,14.0,production
grains,soybean,2019-08-01,4154259.0,crush
grains,sunflower,2019-08-01,365459.0,crush
grains,linen,2019-08-01,78.0,crush
grains,peanut,2019-08-01,31028.0,crush
grains,cotton,2019-08-01,1948.0,crush
oil,soybean_oil,2019-08-01,807742.0,production
oil,sunflower_oil,2019-08-01,158374.0,production
oil,linen_oil,2019-08-01,25.0,production
oil,peanut_oil,2019-08-01,12830.0,production
oil,cotton_oil,2019-08-01,268.0,production
pellets,soybean_pellets,2019-08-01,3037967.0,production
pellets,sunflower_pellets,2019-08-01,147328.0,production
pellets,peanut_pellets,2019-08-01,17443.0,production
pellets,cotton_pellets,2019-08-01,1474.0,production
expellers,soybean_expellers,2019-08-01,84629.0,production
expellers,sunflower_expellers,2019-08-01,1463.0,production
expellers,linen_expellers,2019-08-01,51.0,production
grains,soybean,2019-09-01,3153285.0,crush
grains,sunflower,2019-09-01,176776.0,crush
grains,linen,2019-09-01,112.0,crush
grains,peanut,2019-09-01,6545.0,crush
grains,cotton,2019-09-01,20658.0,crush
oil,soybean_oil,2019-09-01,612318.0,production
oil,sunflower_oil,2019-09-01,77910.0,production
oil,linen_oil,2019-09-01,36.0,production
oil,peanut_oil,2019-09-01,2332.0,production
oil,cotton_oil,2019-09-01,3106.0,production
pellets,soybean_pellets,2019-09-01,2287716.0,production
pellets,sunflower_pellets,2019-09-01,71785.0,production
pellets,peanut_pellets,2019-09-01,4200.0,production
pellets,cotton_pellets,2019-09-01,14923.0,production
expellers,soybean_expellers,2019-09-01,76703.0,production
expellers,sunflower_expellers,2019-09-01,1450.0,production
expellers,linen_expellers,2019-09-01,73.0,production
grains,soybean,2019-10-01,3934380.0,crush
grains,sunflower,2019-10-01,189977.0,crush
grains,linen,2019-10-01,170.0,crush
grains,peanut,2019-10-01,22161.0,crush
grains,cotton,2019-10-01,10206.0,crush
oil,soybean_oil,2019-10-01,767456.0,production
oil,sunflower_oil,2019-10-01,82321.0,production
oil,linen_oil,2019-10-01,54.0,production
oil,peanut_oil,2019-10-01,7745.0,production
oil,cotton_oil,2019-10-01,1539.0,production
pellets,soybean_pellets,2019-10-01,2875327.0,production
pellets,sunflower_pellets,2019-10-01,74310.0,production
pellets,peanut_pellets,2019-10-01,12512.0,production
pellets,cotton_pellets,2019-10-01,7314.0,production
expellers,soybean_expellers,2019-10-01,80209.0,production
expellers,sunflower_expellers,2019-10-01,1679.0,production
expellers,linen_expellers,2019-10-01,111.0,production
grains,soybean,2019-11-01,2934140.0,crush
grains,sunflower,2019-11-01,157571.0,crush
grains,linen,2019-11-01,170.0,crush
grains,peanut,2019-11-01,16673.0,crush
grains,cotton,2019-11-01,541.0,crush
oil,soybean_oil,2019-11-01,578126.0,production
oil,sunflower_oil,2019-11-01,67193.0,production
oil,linen_oil,2019-11-01,54.0,production
oil,peanut_oil,2019-11-01,5387.0,production
oil,cotton_oil,2019-11-01,52.0,production
pellets,soybean_pellets,2019-11-01,2105515.0,production
pellets,sunflower_pellets,2019-11-01,62212.0,production
pellets,peanut_pellets,2019-11-01,9171.0,production
pellets,cotton_pellets,2019-11-01,454.0,production
expellers,soybean_expellers,2019-11-01,76913.0,production
expellers,sunflower_expellers,2019-11-01,1420.0,production
expellers,linen_expellers,2019-11-01,111.0,production
grains,soybean,2019-12-01,2745010.0,crush
grains,sunflower,2019-12-01,122470.0,crush
grains,linen,2019-12-01,261.0,crush
grains,peanut,2019-12-01,20274.0,crush
grains,cotton,2019-12-01,386.0,crush
grains,safflower,2019-12-01,13377.0,crush
oil,soybean_oil,2019-12-01,541912.0,production
oil,sunflower_oil,2019-12-01,52252.0,production
oil,linen_oil,2019-12-01,86.0,production
oil,peanut_oil,2019-12-01,7544.0,production
oil,cotton_oil,2019-12-01,39.0,production
oil,safflower_oil,2019-12-01,4907.0,production
pellets,soybean_pellets,2019-12-01,1982152.0,production
pellets,sunflower_pellets,2019-12-01,50332.0,production
pellets,peanut_pellets,2019-12-01,11258.0,production
pellets,cotton_pellets,2019-12-01,324.0,production
pellets,safflower_pellets,2019-12-01,7981.0,production
expellers,soybean_expellers,2019-12-01,72993.0,production
expellers,sunflower_expellers,2019-12-01,637.0,production
expellers,linen_expellers,2019-12-01,170.0,production
grains,soybean,2018-01-01,2736460.0,crush
grains,sunflower,2018-01-01,230120.0,crush
grains,linen,2018-01-01,342.0,crush
grains,peanut,2018-01-01,14197.0,crush
oil,soybean_oil,2018-01-01,529826.0,production
oil,sunflower_oil,2018-01-01,93753.0,production
oil,linen_oil,2018-01-01,66.0,production
oil,peanut_oil,2018-01-01,6154.0,production
pellets,soybean_pellets,2018-01-01,2001884.0,production
pellets,sunflower_pellets,2018-01-01,101742.0,production
pellets,peanut_pellets,2018-01-01,8048.0,production
expellers,soybean_expellers,2018-01-01,57043.0,production
expellers,sunflower_expellers,2018-01-01,428.0,production
expellers,linen_expellers,2018-01-01,130.0,production
grains,soybean,2018-02-01,2376499.0,crush
grains,sunflower,2018-02-01,196603.0,crush
grains,linen,2018-02-01,261.0,crush
grains,peanut,2018-02-01,27158.0,crush
oil,soybean_oil,2018-02-01,465788.0,production
oil,sunflower_oil,2018-02-01,80152.0,production
oil,linen_oil,2018-02-01,16.0,production
oil,peanut_oil,2018-02-01,11886.0,production
pellets,soybean_pellets,2018-02-01,1740432.0,production
pellets,sunflower_pellets,2018-02-01,86097.0,production
pellets,peanut_pellets,2018-02-01,15004.0,production
expellers,soybean_expellers,2018-02-01,51480.0,production
expellers,sunflower_expellers,2018-02-01,355.0,production
expellers,linen_expellers,2018-02-01,33.0,production
grains,soybean,2018-03-01,3050100.0,crush
grains,sunflower,2018-03-01,393436.0,crush
grains,linen,2018-03-01,1200.0,crush
grains,peanut,2018-03-01,16045.0,crush
grains,cotton,2018-03-01,346.0,crush
oil,soybean_oil,2018-03-01,605839.0,production
oil,sunflower_oil,2018-03-01,165797.0,production
oil,linen_oil,2018-03-01,112.0,production
oil,peanut_oil,2018-03-01,7114.0,production
oil,cotton_oil,2018-03-01,33.0,production
pellets,soybean_pellets,2018-03-01,2234404.0,production
pellets,sunflower_pellets,2018-03-01,169008.0,production
pellets,peanut_pellets,2018-03-01,9229.0,production
pellets,cotton_pellets,2018-03-01,356.0,production
expellers,soybean_expellers,2018-03-01,55331.0,production
expellers,sunflower_expellers,2018-03-01,928.0,production
expellers,linen_expellers,2018-03-01,228.0,production
grains,soybean,2018-04-01,3308487.0,crush
grains,sunflower,2018-04-01,385241.0,crush
grains,linen,2018-04-01,270.0,crush
grains,peanut,2018-04-01,18025.0,crush
grains,cotton,2018-04-01,5946.0,crush
oil,soybean_oil,2018-04-01,657002.0,production
oil,sunflower_oil,2018-04-01,165807.0,production
oil,linen_oil,2018-04-01,87.0,production
oil,peanut_oil,2018-04-01,7815.0,production
oil,cotton_oil,2018-04-01,931.0,production
pellets,soybean_pellets,2018-04-01,2432133.0,production
pellets,sunflower_pellets,2018-04-01,165813.0,production
pellets,peanut_pellets,2018-04-01,9902.0,production
pellets,cotton_pellets,2018-04-01,4401.0,production
expellers,soybean_expellers,2018-04-01,62968.0,production
expellers,sunflower_expellers,2018-04-01,863.0,production
expellers,linen_expellers,2018-04-01,176.0,production
grains,soybean,2018-05-01,3676107.0,crush
grains,sunflower,2018-05-01,353092.0,crush
grains,linen,2018-05-01,600.0,crush
grains,peanut,2018-05-01,17276.0,crush
grains,cotton,2018-05-01,15049.0,crush
oil,soybean_oil,2018-05-01,720219.0,production
oil,sunflower_oil,2018-05-01,151014.0,production
oil,linen_oil,2018-05-01,64.0,production
oil,peanut_oil,2018-05-01,7373.0,production
oil,cotton_oil,2018-05-01,2389.0,production
pellets,soybean_pellets,2018-05-01,2685167.0,production
pellets,sunflower_pellets,2018-05-01,156158.0,production
pellets,peanut_pellets,2018-05-01,9683.0,production
pellets,cotton_pellets,2018-05-01,10908.0,production
expellers,soybean_expellers,2018-05-01,64222.0,production
expellers,sunflower_expellers,2018-05-01,1041.0,production
expellers,linen_expellers,2018-05-01,130.0,production
grains,soybean,2018-06-01,3272426.0,crush
grains,sunflower,2018-06-01,262815.0,crush
grains,linen,2018-06-01,500.0,crush
grains,peanut,2018-06-01,19117.0,crush
grains,cotton,2018-06-01,18952.0,crush
oil,soybean_oil,2018-06-01,645631.0,production
oil,sunflower_oil,2018-06-01,112621.0,production
oil,linen_oil,2018-06-01,64.0,production
oil,peanut_oil,2018-06-01,7957.0,production
